timestamp,sensor_type,user_id,x,y,z
1745415452803,gyroscope,-1,-0.0026725354,0.007483099,0.00015271631
1745415452984,gyroscope,-1,-0.0008399397,0.0032070426,0.00015271631
1745415453164,accelerometer,-1,-0.088585466,0.6464345,9.557953
1745415453164,gyroscope,-1,-0.0026725354,-0.0041233404,-0.00045814895
1745415453345,accelerometer,-1,-0.11971009,0.6368576,9.574712
1745415453345,gyroscope,-1,0.000992656,-0.0016798794,0.00076358154
1745415453527,accelerometer,-1,-0.10055647,0.641646,9.565135
1745415453527,gyroscope,-1,0.000992656,-0.0016798794,-0.00045814895
1745415453706,accelerometer,-1,-0.088585466,0.6440403,9.572318
1745415453707,gyroscope,-1,-0.00022907447,0.00015271631,0.00015271631
1745415453888,accelerometer,-1,-0.079008654,0.6392518,9.608231
1745415453888,gyroscope,-1,0.00038179077,-0.00045814895,0.00076358154
1745415454068,accelerometer,-1,-0.079008654,0.6512229,9.589077
1745415454068,gyroscope,-1,0.0016035213,-0.0022907446,-0.00045814895
1745415454244,accelerometer,-1,-0.095768064,0.6464345,9.629779
1745415454244,gyroscope,-1,0.0016035213,-0.00290161,0.00015271631
1745415454426,accelerometer,-1,-0.095768064,0.63206923,9.536405
1745415454426,gyroscope,-1,-0.0008399397,0.0032070426,0.00015271631
1745415454606,accelerometer,-1,-0.22984336,0.61052144,9.282619
1745415454606,gyroscope,-1,-0.021609358,0.09483683,0.006872234
1745415454786,accelerometer,-1,-0.21547815,0.62488663,9.589077
1745415454786,gyroscope,-1,-0.0020616702,0.0013744468,0.00015271631
1745415454965,accelerometer,-1,-0.20590134,0.58418524,9.560347
1745415454965,gyroscope,-1,0.000992656,0.001985312,0.00076358154
1745415455144,accelerometer,-1,-0.21308395,0.59376204,9.584289
1745415455144,gyroscope,-1,0.00038179077,0.00076358154,-0.00045814895
1745415455325,accelerometer,-1,-0.22026655,0.59376204,9.565135
1745415455325,gyroscope,-1,-0.003894266,-0.0010690142,0.00015271631
1745415455505,accelerometer,-1,-0.21787235,0.61052144,9.581895
1745415455505,gyroscope,-1,0.00038179077,0.00076358154,-0.00045814895
1745415455686,accelerometer,-1,-0.20829555,0.60333884,9.565135
1745415455686,gyroscope,-1,-0.0008399397,-0.00045814895,0.00015271631
1745415455865,accelerometer,-1,-0.20590134,0.581791,9.572318
1745415455865,gyroscope,-1,0.0016035213,0.001985312,0.00076358154
1745415456045,accelerometer,-1,-0.19153613,0.59615624,9.598654
1745415456045,gyroscope,-1,0.000992656,0.00076358154,-0.00045814895
1745415456225,accelerometer,-1,-0.19393034,0.59376204,9.577106
1745415456227,gyroscope,-1,-0.0008399397,-0.00045814895,0.00076358154
1745415456406,accelerometer,-1,-0.21547815,0.58897364,9.584289
1745415456406,gyroscope,-1,-0.00022907447,0.0013744468,0.00015271631
1745415456584,accelerometer,-1,-0.22026655,0.58897364,9.56753
1745415456584,gyroscope,-1,-0.0008399397,-0.00045814895,0.00015271631
1745415456764,accelerometer,-1,-0.21308395,0.60094464,9.589077
1745415456764,gyroscope,-1,0.0016035213,0.0013744468,-0.00045814895
1745415456944,accelerometer,-1,-0.20111294,0.58418524,9.572318
1745415456944,gyroscope,-1,-0.00022907447,0.00015271631,0.00015271631
1745415457125,accelerometer,-1,-0.22266077,0.59136784,9.581895
1745415457125,gyroscope,-1,0.000992656,0.0013744468,-0.00045814895
1745415457305,accelerometer,-1,-0.22266077,0.58657944,9.5795
1745415457305,gyroscope,-1,0.00038179077,0.00076358154,0.00015271631
1745415457486,accelerometer,-1,-0.21547815,0.581791,9.562741
1745415457486,gyroscope,-1,-0.001450805,-0.00045814895,0.00076358154
1745415457665,accelerometer,-1,-0.21308395,0.59376204,9.577106
1745415457665,gyroscope,-1,0.00038179077,-0.00045814895,0.00076358154
1745415457845,accelerometer,-1,-0.21547815,0.60812724,9.56753
1745415457845,gyroscope,-1,-0.0008399397,0.00015271631,0.00015271631
1745415458024,accelerometer,-1,-0.20111294,0.581791,9.581895
1745415458024,gyroscope,-1,-0.0020616702,-0.00045814895,0.00015271631
1745415458205,accelerometer,-1,-0.21787235,0.58657944,9.5795
