x_mean,x_std,x_energy,x_quantile,x_sma,x_mad,x_amplitude,x_spectral_entropy,x_dominant_frequency,x_spectral_energy,y_mean,y_std,y_energy,y_quantile,y_sma,y_mad,y_amplitude,y_spectral_entropy,y_dominant_frequency,y_spectral_energy,z_mean,z_std,z_energy,z_quantile,z_sma,z_mad,z_amplitude,z_spectral_entropy,z_dominant_frequency,z_spectral_energy,Activity
0.06579193874859375,0.07328700999265679,0.00965760421113699,0.13243236631,0.06761991643812501,0.015352927500000002,0.320010056,1.5814463012328537,0.0,2.0380506538970375,0.04007613085304688,0.047549510269006,0.003849388472794543,0.08364434369000001,0.04239958968820312,0.00946841125,0.23720807,1.708256043530572,0.0,0.8089793419294222,4.726094720655704,4.818814072235206,45.375526550578854,9.60328928369,4.726268912699453,0.009468411025,9.8236542055,1.3624269741950812,0.0,9968.402861728404,6.0
0.0719693012175,0.07772842393706648,0.011174087362602607,0.14440336881000002,0.07369944501921875,0.049081135,0.320010056,1.5757124167632413,0.0,2.3656144679182796,0.03799355858164063,0.04535806108442412,0.0034847911232119516,0.07765883919,0.040076011994140626,0.0111285996,0.23241966,1.8128615477552037,0.0,0.7155032624319425,4.7993075474798434,4.81835903997744,46.0685572121939,9.59850128369,4.7995437805314065,4.656539170199999,9.8199890142,1.4086069434429964,0.0,10080.73445397879,6.0
0.07523869720968751,0.07756388087968541,0.01163001595917033,0.15098742631,0.07573025283328125,0.039092970350000006,0.2186851926,1.5865237757473882,0.0,2.443944027719334,0.037221969666953125,0.043956436192491684,0.0033025482439232286,0.07646173769,0.03793736635992187,0.0077171120999999995,0.193930342,1.7846427435458283,0.0,0.6802450650109653,4.7989311508714065,4.818118438126375,46.06264402708751,9.59671814895,4.799329645005,4.7813436028,9.7344088794,1.492504985703077,0.0,9842.78066588408,6.0
0.07462144213171876,0.07705974823721416,0.011460172199212916,0.14919177631,0.0751153839471875,0.039092970350000006,0.2186851926,1.6818653192600677,0.0,2.393221571813652,0.03352836840570313,0.04102880838326077,0.0027943633309445814,0.06927913369000001,0.034877338747890625,0.008327977299999999,0.21787236,1.9159112610302271,0.0,0.5655455477359551,4.800904680016016,4.820082866598582,46.10037522153253,9.602104648950002,4.801286470802735,4.7813436028,9.7344088794,1.598764844344518,0.0,9739.640836882003,6.0
0.073863921131125,0.07518516661358465,0.011064525551087598,0.14859322631,0.0742015673454375,0.055497691700000004,0.18633884199999998,1.5204183437523904,0.0,2.379731432315917,0.033514821064453124,0.03694942131515848,0.0024778368748236087,0.06927913369000001,0.03433213153164062,0.015510582299999999,0.14604631,1.6963600588266123,0.0,0.5158291200859597,4.80075660327539,4.819877629258478,46.096990415848076,9.601506148950001,4.801069194485079,4.78282130497,9.6619720142,1.4947109239180745,0.0,9964.914671560315,6.0
0.07371982551987499,0.07492345186762554,0.011004280661005585,0.148516868156,0.0740336098160625,0.058159142750000004,0.18633884199999998,1.4848042970220587,0.0,2.4009793852306878,0.03498294759,0.03772870722893762,0.00263614122633621,0.06987768369000001,0.03518816014,0.0104413762,0.1183848942,1.6221043311354335,0.0,0.5622572386343373,4.799887425085859,4.818945373712743,46.079730101177724,9.60135343262,4.800166609598047,4.788730446819999,9.6619720142,1.460916553795101,0.0,10083.965894289304,6.0
0.07628215733534374,0.0788472111250726,0.01198728083382496,0.150911068156,0.07670451338809374,0.0549225339,0.24795011960000002,1.5038524928850994,0.0,2.586884905225646,0.03415401382351563,0.04068684340864275,0.002808982924108818,0.069431850005,0.03503413495085937,0.0095250783,0.203507145,1.8830010281104663,0.0,0.5663326133819346,4.798886518339219,4.817871307737829,46.05985291055631,9.60195193262,4.799153771886406,4.7321857447,9.6510700284,1.4745268884610798,0.0,9957.287687004778,6.0
-0.38545863088903126,1.3904133476756564,2.0667241235418263,0.157073915,0.6156306818624688,0.1484922377,8.5188685,3.560571260573995,0.0,283.03295702929864,1.144522235013125,3.2374256874914447,11.708974001265537,0.08305810895,1.4387217475435936,0.036215986,16.790253,3.1055784355966676,0.0,1697.2148926341888,3.8090396819760937,4.685203378769786,36.28842079070721,9.592375682619998,4.052664971824531,0.87926696,16.000749,2.0268506399534254,0.0,7057.576720066463,6.0
-1.8476723398146877,2.9063040573138723,11.794507260800678,4.1431660025,2.1524001856756247,0.7553813899999999,12.905046500000001,2.5400761248664803,0.0,2013.4242779019305,2.9702275895379686,4.281218704437348,27.00789151641405,7.1544569775,3.4915667505465624,1.299004945,16.790253,2.3740233188815822,0.0,4836.13704104846,1.645449837234375,3.454346663156009,14.546793294945612,2.2214739575,2.1703241087225003,0.6816471550000001,16.3191778,2.958501739825624,0.0,2244.3831180726993,1.0
-2.775163541724219,2.9210712257498876,16.167528405579386,5.068770134999999,3.011789081302344,2.29978084,12.555412800000001,1.942071286025644,0.0,3144.7694969271442,5.01094536421875,4.585919079297791,45.975925262225786,8.800721974999998,5.385634833671875,4.42209075,15.8471377,1.6537305349588318,0.0,9285.917310512703,0.5333549373828125,1.7990217590411128,3.495661784284758,1.40672616,1.2415864426953125,0.57451876,10.6880156,3.4630308849711247,0.0,476.4707694247348,1.0
